branch,district,forecastdate,name_D1,name_R1,winner_D1,winner_R1,tipping,timestamp
House,MI-10,2022-11-08,Carl J. Marlinga,John James,0.166825,0.833175,0.0109375,00:12:39  8 Nov 2022
House,ME-2,2022-11-08,Jared Forrest Golden,Bruce Poliquin,0.665525,0.334475,0.0097375,00:12:39  8 Nov 2022
House,ME-1,2022-11-08,Chellie M. Pingree,Edwin Thelander,0.997675,0.002325,5e-05,00:12:39  8 Nov 2022
House,MD-8,2022-11-08,Jamie Raskin,Gregory Thomas Coll,0.999975,2.5e-05,0.0,00:12:39  8 Nov 2022
House,MD-7,2022-11-08,Kweisi Mfume,Scott M. Collier,1.0,0.0,0.0,00:12:39  8 Nov 2022
House,MD-6,2022-11-08,David J. Trone,Neil C. Parrott,0.7033,0.2967,0.0083875,00:12:39  8 Nov 2022
House,MD-5,2022-11-08,Steny Hoyer,Chris Palombi,0.998775,0.001225,3.75e-05,00:12:39  8 Nov 2022
House,MD-4,2022-11-08,Glenn F. Ivey,Jeff Warner,1.0,0.0,0.0,00:12:39  8 Nov 2022
House,MD-3,2022-11-08,John Sarbanes,Yuripzy Morgan,0.97795,0.02205,0.00045,00:12:39  8 Nov 2022
House,MD-2,2022-11-08,C.A. Dutch Ruppersberger,Nicolee Ambrose,0.932875,0.067125,0.001575,00:12:39  8 Nov 2022
House,MD-1,2022-11-08,Heather R. Mizeur,Andy Harris,0.074875,0.925125,0.0057125,00:12:39  8 Nov 2022
House,MA-9,2022-11-08,Bill Keating,Jesse G. Brown,0.985875,0.014125,0.00025,00:12:39  8 Nov 2022
House,MA-8,2022-11-08,Stephen F. Lynch,Robert G. Burke,0.999125,0.000875,2.5e-05,00:12:39  8 Nov 2022
House,MA-7,2022-11-08,Ayanna S. Pressley,Donnie Dionicio Palmer Jr.,1.0,0.0,0.0,00:12:39  8 Nov 2022
House,MA-6,2022-11-08,Seth Moulton,Bob May,0.99595,0.00405,2.5e-05,00:12:39  8 Nov 2022
House,MA-5,2022-11-08,Katherine M. Clark,Caroline Colarusso,0.9999,0.0001,0.0,00:12:39  8 Nov 2022
House,MA-3,2022-11-08,Lori Loureiro Trahan,Dean A. Tran,0.99655,0.00345,7.5e-05,00:12:39  8 Nov 2022
House,MA-2,2022-11-08,James P. McGovern,Jeffrey A. Sossa-Paquette,0.99805,0.00195,5e-05,00:12:39  8 Nov 2022
House,MA-1,2022-11-08,Richard E. Neal,Dean James Martilli,0.99425,0.00575,0.0001125,00:12:39  8 Nov 2022
House,LA-5,2022-11-08,Oscar “Omar” Dantzler,Julia Letlow,0.00315,0.923725,0.0002625,00:12:39  8 Nov 2022
House,LA-3,2022-11-08,Tia Lebrun,Clay Higgins,0.003225,0.889175,0.000125,00:12:39  8 Nov 2022
House,LA-2,2022-11-08,Troy A. Carter,Dan Lux,1.0,0.0,0.0,00:12:39  8 Nov 2022
House,LA-1,2022-11-08,Kate Darling,Steve Scalise,0.0001,0.9999,1.25e-05,00:12:39  8 Nov 2022
House,KY-6,2022-11-08,Geoffrey M. “Geoff” Young,Andy Barr,0.0205,0.9795,0.0013,00:12:39  8 Nov 2022
House,KY-5,2022-11-08,Conor Halbleib,Harold “Hal” Rogers,2.5e-05,0.999975,0.0,00:12:39  8 Nov 2022
House,KY-4,2022-11-08,Matthew Lehman,Thomas Massie,0.0006,0.9994,2.5e-05,00:12:39  8 Nov 2022
House,KY-3,2022-11-08,Morgan McGarvey,Stuart N. Ray,0.975325,0.024675,0.0005625,00:12:39  8 Nov 2022
House,KY-2,2022-11-08,Hank Linderman,S. Brett Guthrie,0.0002,0.9998,0.0,00:12:39  8 Nov 2022
House,KY-1,2022-11-08,Jimmy C. Ausbrooks,James R. Comer,0.0001,0.9999,0.0,00:12:39  8 Nov 2022
House,KS-4,2022-11-08,Bob Hernandez,Ron Estes,0.0018,0.9982,6.25e-05,00:12:39  8 Nov 2022
House,KS-3,2022-11-08,Sharice Davids,Amanda L. Adkins,0.889225,0.11075,0.0024,00:12:39  8 Nov 2022
House,KS-2,2022-11-08,Patrick Schmidt,Jake LaTurner,0.071375,0.928625,0.0044375,00:12:39  8 Nov 2022
House,KS-1,2022-11-08,James “Jimmy” Beard,Tracey Mann,0.0007,0.9993,2.5e-05,00:12:39  8 Nov 2022
House,IN-9,2022-11-08,Matthew Fyfe,Erin Houchin,0.0066,0.9934,0.0003375,00:12:39  8 Nov 2022
House,IN-8,2022-11-08,Ray McCormick,Larry D. Bucshon,0.000875,0.999125,6.25e-05,00:12:39  8 Nov 2022
House,IN-7,2022-11-08,André D. Carson,Angela Grabovsky,0.9996,0.0004,2.5e-05,00:12:39  8 Nov 2022
House,IN-6,2022-11-08,Cynthia “Cinde” Wirth,Greg Pence,0.000325,0.999675,0.0,00:12:39  8 Nov 2022
House,IN-5,2022-11-08,Jeannine Lee Lake,Victoria Spartz,0.005375,0.994625,0.000225,00:12:39  8 Nov 2022
House,IN-4,2022-11-08,Roger D. Day,Jim Baird,0.00065,0.99935,2.5e-05,00:12:39  8 Nov 2022
House,IN-3,2022-11-08,Gary L. Snyder,Jim Banks,0.000575,0.9994,5e-05,00:12:39  8 Nov 2022
House,IN-2,2022-11-08,Paul D. Steury,Rudolph Yakym,0.016525,0.983475,0.0009875,00:12:39  8 Nov 2022
House,IN-1,2022-11-08,Frank J. Mrvan,Jennifer-Ruth Green,0.857775,0.142225,0.003525,00:12:39  8 Nov 2022
House,IL-9,2022-11-08,Janice D. Schakowsky,Maxwell “Max” Rice,0.999725,0.000275,0.0,00:12:39  8 Nov 2022
House,IL-8,2022-11-08,Raja Krishnamoorthi,Chris Dargis,0.830225,0.169775,0.0042875,00:12:39  8 Nov 2022
House,IL-6,2022-11-08,Sean Casten,Keith Pekau,0.89665,0.10335,0.002475,00:12:39  8 Nov 2022
House,IL-5,2022-11-08,Mike Quigley,Tommy Hanson,0.9992,0.0008,0.0,00:12:39  8 Nov 2022
House,IL-4,2022-11-08,Jesus “Chuy” Garcia,James Falakos,0.999775,0.000225,0.0,00:12:39  8 Nov 2022
House,IL-3,2022-11-08,Delia Ramirez,Justin Burau,0.998175,0.001825,2.5e-05,00:12:39  8 Nov 2022
House,IL-2,2022-11-08,Robin Kelly,Thomas Lynch,0.999675,0.000325,1.25e-05,00:12:39  8 Nov 2022
House,IL-17,2022-11-08,Eric Sorensen,Esther Joy King,0.6598,0.3402,0.009525,00:12:39  8 Nov 2022
House,IL-16,2022-11-08,Elizabeth Haderlein,Darin LaHood,0.003025,0.996975,0.000225,00:12:39  8 Nov 2022
House,IL-15,2022-11-08,Paul J. Lange,Mary Miller,0.00025,0.99975,1.25e-05,00:12:39  8 Nov 2022
House,IL-14,2022-11-08,Lauren Underwood,Scott R. Gryder,0.8991,0.1009,0.002275,00:12:39  8 Nov 2022
House,IL-13,2022-11-08,Nikki Budzinski,Regan Deering,0.66795,0.33205,0.0089,00:12:39  8 Nov 2022
House,IL-12,2022-11-08,Homer “Chip” Markel,Mike Bost,0.0,1.0,0.0,00:12:39  8 Nov 2022
House,IL-1,2022-11-08,Jonathan L. Jackson,Eric Carlson,0.99955,0.00045,0.0,00:12:39  8 Nov 2022
House,IL-11,2022-11-08,Bill Foster,Catalina Lauf,0.9487,0.0513,0.0011125,00:12:39  8 Nov 2022
House,IL-10,2022-11-08,Brad Schneider,Joseph Severino,0.94115,0.05885,0.001125,00:12:39  8 Nov 2022
House,ID-2,2022-11-08,Wendy Norman,Mike Simpson,0.001675,0.998325,7.5e-05,00:12:39  8 Nov 2022
House,ID-1,2022-11-08,Kaylee Peterson,Russ Fulcher,5e-05,0.99995,0.0,00:12:39  8 Nov 2022
House,IA-4,2022-11-08,Ryan Melton,Randy Feenstra,0.002275,0.997725,0.0001125,00:12:39  8 Nov 2022
House,IA-3,2022-11-08,Cindy Axne,Zach Nunn,0.45275,0.54725,0.0149375,00:12:39  8 Nov 2022
House,IA-2,2022-11-08,Liz Mathis,Ashley Hinson,0.208175,0.791825,0.0110125,00:12:39  8 Nov 2022
House,IA-1,2022-11-08,Christina Bohannan,Mariannette Miller-Meeks,0.214675,0.785325,0.012525,00:12:39  8 Nov 2022
House,HI-2,2022-11-08,Jill N. Tokuda,Joe Akana,0.9891,0.0109,0.0002625,00:12:39  8 Nov 2022
House,HI-1,2022-11-08,Ed Case,Conrad Kress,0.997125,0.002875,5e-05,00:12:39  8 Nov 2022
House,GA-9,2022-11-08,Michael “Mike” Ford,Andrew Clyde,7.5e-05,0.999925,0.0,00:12:39  8 Nov 2022
House,GA-8,2022-11-08,Darrius Butler,Austin Scott,0.000675,0.999325,3.75e-05,00:12:39  8 Nov 2022
House,GA-7,2022-11-08,Lucy McBath,Mark Gonsalves,0.979875,0.020125,0.0004875,00:12:39  8 Nov 2022
House,GA-6,2022-11-08,Bob Christian,Rich McCormick,0.014325,0.985675,0.000875,00:12:39  8 Nov 2022
House,GA-5,2022-11-08,Nikema Williams,Christian Zimm,1.0,0.0,0.0,00:12:39  8 Nov 2022
House,GA-4,2022-11-08,Henry C. “Hank” Johnson Jr.,Jonathan Chavez,0.999975,2.5e-05,0.0,00:12:39  8 Nov 2022
House,GA-3,2022-11-08,Val Almonord,Drew Ferguson,0.000275,0.999725,1.25e-05,00:12:39  8 Nov 2022
House,GA-2,2022-11-08,Sanford Bishop,Chris West,0.81295,0.18705,0.005075,00:12:39  8 Nov 2022
House,GA-14,2022-11-08,Marcus Flowers,Marjorie Taylor Greene,0.0001,0.9999,1.25e-05,00:12:39  8 Nov 2022
House,GA-13,2022-11-08,David Scott,Caesar Gonzales,0.9999,0.0001,0.0,00:12:39  8 Nov 2022
House,GA-12,2022-11-08,Elizabeth “Liz” Johnson,Rick W. Allen,0.0112,0.9888,0.0008625,00:12:39  8 Nov 2022
House,GA-1,2022-11-08,Wade Herring,Earl L. “Buddy” Carter,0.00685,0.99315,0.00045,00:12:39  8 Nov 2022
House,GA-11,2022-11-08,Antonio Daza,Barry Loudermilk,0.001425,0.998575,0.000125,00:12:39  8 Nov 2022
House,GA-10,2022-11-08,Tabitha Johnson-Green,Mike Collins,0.0044,0.9956,0.0002875,00:12:39  8 Nov 2022
House,FL-9,2022-11-08,Darren Soto,Scotty Moore,0.9796,0.0204,0.0004375,00:12:39  8 Nov 2022
House,FL-8,2022-11-08,Joanne Terry,Bill Posey,0.004075,0.995925,0.000275,00:12:39  8 Nov 2022
House,FL-7,2022-11-08,Karen Green,Cory Mills,0.0751,0.9249,0.0043125,00:12:39  8 Nov 2022
House,FL-4,2022-11-08,LaShonda “L.J.” Holloway,Aaron Bean,0.052825,0.947175,0.004525,00:12:39  8 Nov 2022
House,FL-3,2022-11-08,Danielle Hawk,Kat Cammack,0.01035,0.98965,0.0006,00:12:39  8 Nov 2022
House,FL-28,2022-11-08,Robert Asencio,Carlos A. Gimenez,0.089425,0.910575,0.0054,00:12:39  8 Nov 2022
House,FL-27,2022-11-08,Annette Taddeo,María Elvira Salazar,0.293525,0.706475,0.0133,00:12:39  8 Nov 2022
House,FL-26,2022-11-08,Christine Alexandria Olivo,Mario Diaz-Balart,0.022025,0.977975,0.00125,00:12:39  8 Nov 2022
House,FL-25,2022-11-08,Debbie Wasserman Schultz,Carla Spalding,0.98495,0.01505,0.000325,00:12:39  8 Nov 2022
House,FL-24,2022-11-08,Frederica Wilson,Jesus G. Navarro,1.0,0.0,0.0,00:12:39  8 Nov 2022
House,FL-23,2022-11-08,Jared Moskowitz,Joe Budd,0.744975,0.255025,0.00575,00:12:39  8 Nov 2022
House,FL-22,2022-11-08,Lois Frankel,Dan Franzese,0.97275,0.02725,0.0005625,00:12:39  8 Nov 2022
House,FL-2,2022-11-08,Al Lawson,Neal Dunn,0.122175,0.877825,0.0099125,00:12:39  8 Nov 2022
House,FL-21,2022-11-08,Corinna Balderramos Robinson,Brian Mast,0.0172,0.9828,0.001,00:12:39  8 Nov 2022
House,FL-20,2022-11-08,Sheila Cherfilus-McCormick,Drew Montez Clark,0.999925,7.5e-05,0.0,00:12:39  8 Nov 2022
House,FL-19,2022-11-08,Cindy Banyai,Byron Donalds,0.0022,0.9978,0.000125,00:12:39  8 Nov 2022
House,FL-17,2022-11-08,Andrea Doria Kale,Greg Steube,0.006475,0.993525,0.000375,00:12:39  8 Nov 2022
House,FL-16,2022-11-08,Jan Schneider,Vern Buchanan,0.0197,0.9803,0.0010125,00:12:39  8 Nov 2022
House,FL-15,2022-11-08,Alan M. Cohn,Laurel Lee,0.176525,0.823475,0.0119875,00:12:39  8 Nov 2022
House,FL-14,2022-11-08,Kathy Castor,James Judge,0.970525,0.029475,0.0006625,00:12:39  8 Nov 2022
House,FL-13,2022-11-08,Eric Lynn,Anna Paulina Luna,0.333125,0.666875,0.016675,00:12:39  8 Nov 2022
House,FL-12,2022-11-08,Kimberly Walker,Gus Michael Bilirakis,0.000775,0.999225,2.5e-05,00:12:39  8 Nov 2022
House,FL-1,2022-11-08,Rebekah Jones,Matt Gaetz,0.02895,0.97105,0.0018625,00:12:39  8 Nov 2022
House,FL-11,2022-11-08,Shante Munns,Daniel Webster,0.00675,0.99325,0.000325,00:12:39  8 Nov 2022
House,FL-10,2022-11-08,Maxwell Alejandro Frost,Calvin B. Wimbish,0.991425,0.008575,0.000175,00:12:39  8 Nov 2022
House,DE-1,2022-11-08,Lisa Blunt Rochester,Lee Murphy,0.965,0.035,0.0007125,00:12:39  8 Nov 2022
House,CT-5,2022-11-08,Jahana Hayes,George Logan,0.583075,0.416925,0.0125,00:12:39  8 Nov 2022
House,CT-4,2022-11-08,Jim Himes,Jayme Stevenson,0.979675,0.020325,0.00025,00:12:39  8 Nov 2022
House,CT-3,2022-11-08,Rosa L. DeLauro,Lesley DeNardis,0.958375,0.041625,0.0008375,00:12:39  8 Nov 2022
House,CT-2,2022-11-08,Joe Courtney,Mike France,0.976125,0.023875,0.0003875,00:12:39  8 Nov 2022
House,CT-1,2022-11-08,John B. Larson,Larry Lazor,0.99185,0.00815,0.0001625,00:12:39  8 Nov 2022
House,CO-8,2022-11-08,Yadira Caraveo,Barbara Kirkmeyer,0.248925,0.75105,0.0135625,00:12:39  8 Nov 2022
House,CO-7,2022-11-08,Brittany Pettersen,Erik Aadland,0.675725,0.324275,0.008725,00:12:39  8 Nov 2022
House,CO-6,2022-11-08,Jason Crow,Steven Monahan,0.976325,0.02365,0.0003625,00:12:39  8 Nov 2022
House,CO-5,2022-11-08,David Torres,Doug Lamborn,0.0049,0.9951,0.00045,00:12:39  8 Nov 2022
House,CO-4,2022-11-08,Ike McCorkle,Ken Buck,0.002175,0.997825,0.0001125,00:12:39  8 Nov 2022
House,CO-3,2022-11-08,Adam Frisch,Lauren Boebert,0.169675,0.830325,0.01005,00:12:39  8 Nov 2022
House,CO-2,2022-11-08,Joe Neguse,Marshall Dawson,0.998775,0.001225,3.75e-05,00:12:39  8 Nov 2022
House,CO-1,2022-11-08,Diana DeGette,Jennifer Qualteri,0.999975,2.5e-05,0.0,00:12:39  8 Nov 2022
House,CA-9,2022-11-08,Josh Harder,Tom Patti,0.675125,0.324875,0.0083875,00:12:39  8 Nov 2022
House,CA-8,2022-11-08,John Garamendi,Rudy Recile,0.99995,5e-05,0.0,00:12:39  8 Nov 2022
House,CA-7,2022-11-08,Doris Matsui,Max Semenenko,0.9991,0.0009,0.0,00:12:39  8 Nov 2022
House,CA-6,2022-11-08,Ami Bera,Tamika Hamilton,0.961975,0.038025,0.0008625,00:12:39  8 Nov 2022
House,CA-52,2022-11-08,Juan Vargas,Tyler Geffeney,0.999175,0.000825,2.5e-05,00:12:39  8 Nov 2022
House,CA-5,2022-11-08,Michael J. “Mike” Barkley,Tom McClintock,0.00635,0.99365,0.0003625,00:12:39  8 Nov 2022
House,CA-51,2022-11-08,Sara Jacobs,Stan Caplan,0.992225,0.007775,0.0001125,00:12:39  8 Nov 2022
House,CA-50,2022-11-08,Scott Peters,Corey Gustafson,0.99705,0.00295,6.25e-05,00:12:39  8 Nov 2022
House,CA-49,2022-11-08,Mike Levin,Brian Maryott,0.8091,0.1909,0.004625,00:12:39  8 Nov 2022
House,CA-48,2022-11-08,Stephen Houlahan,Darrell Issa,0.00385,0.99615,0.0001875,00:12:39  8 Nov 2022
House,CA-47,2022-11-08,Katie Porter,Scott Baugh,0.856125,0.143875,0.0031625,00:12:39  8 Nov 2022
House,CA-46,2022-11-08,Lou Correa,Christopher J. Gonzales,0.997,0.003,3.75e-05,00:12:39  8 Nov 2022
House,CA-45,2022-11-08,Jay F. Chen,Michelle Steel,0.21565,0.78435,0.0087375,00:12:39  8 Nov 2022
House,CA-44,2022-11-08,Nanette Diaz Barragan,Paul Jones,0.9999,0.0001,0.0,00:12:39  8 Nov 2022
House,CA-43,2022-11-08,Maxine Waters,Omar Navarro,1.0,0.0,0.0,00:12:39  8 Nov 2022
House,CA-42,2022-11-08,Robert Garcia,John Briscoe,0.99885,0.00115,3.75e-05,00:12:39  8 Nov 2022
House,CA-4,2022-11-08,Mike Thompson,Matt Brock,0.999175,0.000825,1.25e-05,00:12:39  8 Nov 2022
House,CA-41,2022-11-08,Will Rollins,Ken Calvert,0.074025,0.925975,0.006025,00:12:39  8 Nov 2022
House,CA-40,2022-11-08,Asif Mahmood,Young Kim,0.081275,0.918725,0.005625,00:12:39  8 Nov 2022
House,CA-39,2022-11-08,Mark Takano,Aja Smith,0.989325,0.010675,0.0001875,00:12:39  8 Nov 2022
House,CA-38,2022-11-08,Linda T. Sánchez,Eric J. Ching,0.997375,0.002625,5e-05,00:12:39  8 Nov 2022
House,CA-36,2022-11-08,Ted W. Lieu,Joe E. Collins III,0.9997,0.0003,1.25e-05,00:12:39  8 Nov 2022
House,CA-35,2022-11-08,Norma J. Torres,Mike Cargile,0.996225,0.003775,8.75e-05,00:12:39  8 Nov 2022
House,CA-33,2022-11-08,Pete Aguilar,John Mark Porter,0.988175,0.011825,0.00035,00:12:39  8 Nov 2022
House,CA-32,2022-11-08,Brad Sherman,Lucie Lapointe Volotzky,0.9996,0.0004,2.5e-05,00:12:39  8 Nov 2022
House,CA-3,2022-11-08,Kermit Jones,Kevin Kiley,0.160375,0.839625,0.007775,00:12:39  8 Nov 2022
House,CA-31,2022-11-08,Grace F. Napolitano,Daniel Bocic Martinez,0.996425,0.003575,3.75e-05,00:12:39  8 Nov 2022
House,CA-28,2022-11-08,Judy Chu,Wes Hallman,0.997725,0.002275,5e-05,00:12:39  8 Nov 2022
House,CA-27,2022-11-08,Christy Smith,Mike Garcia,0.472125,0.527875,0.0134875,00:12:39  8 Nov 2022
House,CA-26,2022-11-08,Julia Brownley,Matt Jacobs,0.87125,0.12875,0.0028375,00:12:39  8 Nov 2022
House,CA-25,2022-11-08,Raul Ruiz,Brian E. Hawkins,0.9577,0.0423,0.0009,00:12:39  8 Nov 2022
House,CA-24,2022-11-08,Salud Carbajal,Brad Allen,0.994875,0.005125,0.000125,00:12:39  8 Nov 2022
House,CA-23,2022-11-08,Derek Marshall,Jay Obernolte,0.0084,0.9916,0.000575,00:12:39  8 Nov 2022
House,CA-22,2022-11-08,Rudy Salas,David G. Valadao,0.608675,0.391325,0.009875,00:12:39  8 Nov 2022
House,CA-2,2022-11-08,Jared Huffman,Douglas Brower,0.999925,7.5e-05,0.0,00:12:39  8 Nov 2022
House,CA-21,2022-11-08,Jim Costa,Michael Maher,0.77035,0.22965,0.0056875,00:12:39  8 Nov 2022
House,CA-20,2022-11-08,Marisa Wood,Kevin McCarthy,0.000325,0.999675,0.0,00:12:39  8 Nov 2022
House,CA-19,2022-11-08,Jimmy Panetta,Jeff Gorman,0.99935,0.00065,1.25e-05,00:12:39  8 Nov 2022
House,CA-18,2022-11-08,Zoe Lofgren,Peter Hernandez,0.9994,0.0006,1.25e-05,00:12:39  8 Nov 2022
House,CA-17,2022-11-08,Ro Khanna,Ritesh Tandon,0.999525,0.000475,2.5e-05,00:12:39  8 Nov 2022
House,CA-14,2022-11-08,Eric Swalwell,Alison Hayden,0.99975,0.00025,0.0,00:12:39  8 Nov 2022
House,CA-13,2022-11-08,Adam Gray,John Duarte,0.64655,0.35345,0.0093,00:12:39  8 Nov 2022
House,CA-12,2022-11-08,Barbara Lee,Stephen Slauson,1.0,0.0,0.0,00:12:39  8 Nov 2022
House,CA-1,2022-11-08,Max Steiner,Doug LaMalfa,0.002525,0.997475,0.0002,00:12:39  8 Nov 2022
House,CA-11,2022-11-08,Nancy Pelosi,John Dennis,1.0,0.0,0.0,00:12:39  8 Nov 2022
House,AZ-7,2022-11-08,Raúl Grijalva,Luis Pozzolo,0.9961,0.0039,8.75e-05,00:12:39  8 Nov 2022
House,AZ-6,2022-11-08,Kirsten Engel,Juan Ciscomani,0.294075,0.705925,0.0149625,00:12:39  8 Nov 2022
House,AZ-5,2022-11-08,Javier Ramos,Andy Biggs,0.001525,0.998475,3.75e-05,00:12:39  8 Nov 2022
House,AZ-4,2022-11-08,Greg Stanton,Kelly Cooper,0.736825,0.263175,0.0067625,00:12:39  8 Nov 2022
House,AZ-3,2022-11-08,Ruben Gallego,Jeff Zink,0.999775,0.000225,2.5e-05,00:12:39  8 Nov 2022
House,AZ-2,2022-11-08,Tom O'Halleran,Eli Crane,0.46595,0.53405,0.0123875,00:12:39  8 Nov 2022
House,AZ-1,2022-11-08,Jevin Hodge,David Schweikert,0.1635,0.8365,0.010175,00:12:39  8 Nov 2022
House,AR-4,2022-11-08,John White,Bruce Westerman,0.00045,0.99955,0.0,00:12:39  8 Nov 2022
House,AR-3,2022-11-08,Lauren Mallett-Hays,Steve Womack,0.0011,0.998875,8.75e-05,00:12:39  8 Nov 2022
House,AR-2,2022-11-08,Quintessa Hathaway,French Hill,0.012075,0.987925,0.000825,00:12:39  8 Nov 2022
House,AR-1,2022-11-08,Monte Hodges,Rick Crawford,0.000275,0.999725,1.25e-05,00:12:39  8 Nov 2022
House,AL-7,2022-11-08,Terrycina Sewell,Beatrice Nichols,0.99935,0.000625,1.25e-05,00:12:39  8 Nov 2022
House,AL-5,2022-11-08,Kathy Warner-Stanton,Dale Strong,0.003925,0.996075,0.000375,00:12:39  8 Nov 2022
House,AL-4,2022-11-08,Rick Neighbors,Robert Aderholt,0.0,1.0,0.0,00:12:39  8 Nov 2022
House,AL-3,2022-11-08,Lin Veasey,Mike Rogers,0.0001,0.9999,1.25e-05,00:12:39  8 Nov 2022
House,AL-2,2022-11-08,Phyllis Harvey-Hall,Barry Moore,0.000475,0.999525,3.75e-05,00:12:39  8 Nov 2022
House,AK-1,2022-11-08,Mary S. Peltola,Sarah Palin,0.477675,0.350875,0.008475,00:12:39  8 Nov 2022
